,Sex,Length,Width,Height,Weight,Non_Shell Weight,Intestine Weight,Shell Weight
0,I,0.729671601492323,0.36679712365667405,0.10642703580528454,0.6069718627042849,0.235590853914139,0.12981516875709473,0.1933348422318524
1,I,0.5560157566601632,0.4293282955856198,0.1633305415727014,0.8308205702409089,0.3224757844958763,0.17769046501128344,0.26463593082363457
2,F,0.3990759699544548,0.3591088694918836,0.12501485995903946,0.3817741998168154,0.14818233803541303,0.08165136676272955,0.12160407957120717
3,F,0.5771325684968599,0.3276262023386456,0.18028179860714105,0.7263891024638558,0.2819416177892239,0.1553553462915643,0.2313720472940714
4,F,0.6889798973813224,0.4335246888392628,0.17095671248425834,1.0881024061299016,0.42233749331320214,0.23271621990420288,0.34658625868414317
5,M,0.700056526659771,0.4052722467758748,0.20784095444258038,1.2565342425801078,0.4877128469561817,0.2687393185292926,0.4002357678752912
6,F,0.6040419594072308,0.41563165903403027,0.18470321835811448,0.9881284839370179,0.38353348418890754,0.21133445185493044,0.3147422084701097
7,F,0.3859464394924726,0.5066011343885047,0.16023423658626176,0.6675929465325194,0.25912040080394666,0.14278040934063438,0.21264408603376098
8,M,0.5613632508731335,0.4849963278651768,0.12699009215690088,0.7367421116171803,0.285960048324283,0.15756958011847458,0.23466972468947003
9,M,0.48033912704293524,0.4066567597999693,0.12381763820915233,0.5153730484769862,0.2000375701668732,0.11022461397604094,0.16415846127350234
10,M,0.31719361342281804,0.3421323321024552,0.13582367062545814,0.3140922657372242,0.12191218347943517,0.0671759977477588,0.10004578856752763
11,F,0.42357875030507997,0.40162409850285624,0.1591230734912212,0.5768332874302591,0.22389282782619396,0.12336932756461395,0.18373499575835053
12,M,0.40590589315687586,0.3506439923415283,0.18145009388708735,0.5503160555572674,0.21360039470983225,0.11769799559343075,0.17528863249902427
13,M,0.6915496242499932,0.4654272067904039,0.10736742291487891,0.7363950704664223,0.2858253473174091,0.157495357228882,0.2345591839045466
14,F,0.5953829168724016,0.521425686755108,0.1375616163594525,0.9100165457157315,0.35321501416222206,0.19462838182894593,0.2898617153527638
15,M,0.2124969355895513,0.46679888343670883,0.08142736846752335,0.1721139639636423,0.06680453943957687,0.03681060795445505,0.05482235357756825
16,M,0.6287996162403336,0.3326517581464225,0.08108476815207342,0.3614136886868038,0.14027958257344408,0.07729679392215807,0.11511877695842614
17,M,0.5149308362840831,0.3911847661782461,0.12629607111191757,0.542105609947917,0.2104135815954576,0.1159419992320837,0.17267341208425138
18,F,0.6100765728188504,0.47535220629473535,0.09753412016093582,0.6027256306862042,0.23394271585614046,0.1289070124489044,0.19198231726695886
19,F,0.5583032549808051,0.5401282436293735,0.15441397331296536,0.9922403243785946,0.38512945932435083,0.2122138653724654,0.31605192655080117
20,M,0.5639585038879003,0.28555249210114736,0.06160442650479152,0.21140159060103844,0.08205369030882141,0.045213188362838955,0.06733638851777682
21,F,0.45441637697971937,0.47744332611514534,0.1569109869438438,0.7254247739207637,0.2815673220452521,0.15514910201526286,0.23106488592763222
22,M,0.43070602046140927,0.3378175530426028,0.19354134818888746,0.6000675520741358,0.23291100574160883,0.12833851999513904,0.19113565658846463
23,M,0.31468585568879137,0.3572274396496491,0.18984257863786463,0.45475646862826796,0.17650977145757515,0.09726033667415718,0.14485065209521095
24,M,0.5257270472394865,0.5255422786657296,0.19670471329077122,1.1580997667712556,0.44950636056803694,0.2476867971954201,0.36888206761332154
25,F,0.7283463458199938,0.2689338810965577,0.16898456532249923,0.7053322331421706,0.2737685769465199,0.15085184091931875,0.2246649381867945
26,F,0.3145410557726837,0.3013999672859261,0.14672653947457825,0.29640972138234434,0.1150488575496624,0.06339417091108072,0.09441348148186296
27,M,0.40186966488524195,0.4065276664989256,0.14543462582225838,0.5062981925404393,0.1965152436957358,0.1082837431923435,0.16126790579873587
28,F,0.42487073186737123,0.4899570638923423,0.09105182219364809,0.4038933541153529,0.15676769556061,0.08638206669210634,0.12864955147752716
29,F,0.4109160096564085,0.2631934455990136,0.10399927949165243,0.23967442245659343,0.09302754430222507,0.051259996566134475,0.0763419517441969
30,I,0.6400004348581101,0.46372988050592623,0.13467738556903816,0.8517325682683509,0.33059259480465353,0.18216298625944383,0.2712968950096434
31,M,0.46138445160741326,0.2777077754374507,0.09214255411982417,0.251579047289092,0.09764822097959223,0.05380607979762953,0.08013385529894508
32,I,0.37837117317893926,0.38684873237410056,0.13455436934927187,0.4196819121291974,0.1628958871508794,0.08975882012819926,0.13367857927969767
33,F,0.41930887945525386,0.40357206353014924,0.19429705626441068,0.700623342899629,0.27194086211920376,0.14984473429864167,0.2231650456743595
34,M,0.4840521877445476,0.4104967326274844,0.1089805837749307,0.46143894863562246,0.17910351800157898,0.0986895417546129,0.14697917945755562
35,F,0.3874570061714917,0.3813822099144828,0.1651499637472178,0.520026720182676,0.20184385239896027,0.11121991081751671,0.16564076538066444
36,F,0.48761445451200186,0.2543721643775042,0.18652972530166376,0.4930119364608006,0.19135829885618733,0.1054421657138689,0.15703592013211132
37,F,0.5174047674242174,0.6036688049540743,0.14810544550865992,0.9857423470793129,0.38260732590315416,0.21082412052345748,0.31398216764898723
38,F,0.4743389543073071,0.6814366379227612,0.10143175241386912,0.6986367515889493,0.2711697839654715,0.14941985515334116,0.2225322695256955
39,I,0.7240907188683221,0.4708040908999079,0.16014176563372906,1.163324965769661,0.4515344761522108,0.24880432855304394,0.3705464166318837
40,F,0.3756399502705936,0.45113477016441716,0.07759014767717488,0.28018693516177906,0.10875212405440393,0.059924547588592426,0.08924614176278586
41,I,0.6365383313427893,0.48867484740405787,0.10643534742460918,0.7054945394997983,0.27383157474878844,0.15088655394063066,0.22471663658662702
42,F,0.4553454850419105,0.20457222440236064,0.13612449437392865,0.2702011599066407,0.1048762321656577,0.057788855343912926,0.08606543701823086
43,M,0.5750082425767301,0.6002290684352014,0.10237595052510985,0.7529259550722333,0.2922416665235211,0.16103087461719448,0.2398246602200023
44,F,0.39284821150747007,0.43774106095997467,0.12472788675096842,0.4570554142506677,0.17740208722303788,0.09775202011497691,0.1455829204531312
45,M,0.26858887895997846,0.3809878435436368,0.09698045109626774,0.2114689321282221,0.08207982833739888,0.045227590927855325,0.06735783838116208
46,M,0.5279012902950968,0.3776294443374959,0.2226810479570369,0.9459431938200183,0.36715963042079375,0.20231213814963545,0.3013051994250157
47,F,0.4563123952649523,0.42303198615091014,0.16266153783812332,0.6690885124804882,0.25970089173016037,0.14310027119561053,0.213120459032848
48,M,0.5747626022807288,0.3721783515255193,0.13155905711953803,0.5996855577625819,0.23276273796911545,0.12825682155231885,0.191013982398118
49,F,0.47189592878712733,0.49423728196973965,0.19505725776444713,0.9694090609631281,0.37626770283365674,0.20733086420662644,0.30877963110910356
50,M,0.5475405987845278,0.43454539190586555,0.1756394944207738,0.8905060635588559,0.3456421900594114,0.1904556076208587,0.28364716699979564
51,M,0.6540732687406849,0.48235447351376676,0.15930812366382127,1.0710108259630213,0.41570354499751383,0.2290607846196023,0.3411421876190784
52,F,0.5425425603552203,0.37413113834721207,0.08757982916580953,0.37881309968778265,0.14703301275233321,0.08101806605049486,0.12066089939852398
53,F,0.557051784546208,0.3612105377856123,0.15637904427871702,0.6704984271112324,0.2602481378419046,0.14340181450753228,0.21356955006893136
54,I,0.5199274537722436,0.3738013891499765,0.17158901855899547,0.7106182856410785,0.27582031228809606,0.15198238722528304,0.2263486704793465
55,I,0.49889605070725107,0.4587743040874951,0.14280002391734406,0.6964671845334574,0.27032768536645235,0.14895584235349948,0.2218412112902838
56,F,0.2598566354990089,0.5502284839917393,0.12789242053795755,0.389659181926889,0.1512428253208261,0.0833377551213355,0.12411563219155451
57,M,0.7201583667914244,0.41290948191740084,0.21914904652513423,1.3886272368830321,0.5389835948047734,0.2969905034699995,0.4423104994776867
58,M,0.46198349488669943,0.38733153525937286,0.11771949952112598,0.4488703834239819,0.1742251386356996,0.09600145930098099,0.14297579524556434
59,F,0.44974949536411385,0.3520812660707854,0.1330163283630871,0.44882990434097575,0.1742094270313946,0.09599280189968373,0.14296290170369272
60,F,0.6854679488556585,0.5400702280674367,0.17315163713477322,1.3659261491696153,0.5301723648816011,0.2921353434311847,0.43507966806482573
61,M,0.6771345548410045,0.48285115541160784,0.07519510510395838,0.5238911351483194,0.20334379148605114,0.11204640659390634,0.16687167261641725
62,F,0.5383402692528821,0.5402226590934125,0.11425127158234877,0.708033706701922,0.2748171304328919,0.15142961440043118,0.2255254211787755
63,F,0.5345266257609802,0.26984368887991683,0.1271838301943811,0.3909099594443116,0.15172830374493845,0.08360526322917164,0.12451403430680358
64,M,0.37068139202534534,0.4764846509786295,0.18066899560063066,0.6799806556839953,0.26392858246171497,0.14542981148400214,0.21658986332851754
65,F,0.42011471854322663,0.6099067132616933,0.21649509988238408,1.1820684040977285,0.45880957885849194,0.25281305244809493,0.37651664344914376
66,F,0.5467644225845945,0.5671152346627762,0.14099161746509906,0.9315970011326601,0.3615912803978238,0.19924386836784733,0.29673559897025875
67,F,0.5875874572860664,0.40573979435395324,0.17604685685647337,0.8943584698984475,0.34713746810265533,0.19127953507091683,0.2848742492051545
68,I,0.5822347188375712,0.21046017735507386,0.15223484585723962,0.3975075026940409,0.15428908282457174,0.08501630259190253,0.12661550731021637
69,M,0.3734755341852969,0.5458234126628501,0.08189323498796214,0.35573416072767294,0.13807512315129,0.07608209366045185,0.11330971345911048
70,M,0.5095749529045391,0.6541933270391191,0.20677855351118496,1.4688684514162056,0.5701285249284751,0.3141519691753267,0.4678692172791104
71,F,0.695098692781119,0.2503450833475045,0.14413685428791187,0.5344705808109532,0.207450111384462,0.1143090691791742,0.17024147537625667
72,F,0.6293517336779973,0.32252724959669915,0.18774731675502782,0.8120762552100661,0.31520034150503157,0.17368155361278173,0.25866542475588017
73,M,0.7981676479925819,0.5365521300569237,0.11357097361428814,1.036421992666885,0.4022781899310951,0.22166315137274362,0.33012482909030194
74,I,0.5859848702997892,0.5436472208040125,0.07592934728188683,0.5154380424545689,0.2000627970144733,0.11023851446251573,0.16417916338701713
75,F,0.4233499249614932,0.2508944295139888,0.10466991913749016,0.236905761067978,0.0919529124439427,0.05066785339199616,0.07546006784536753
76,F,0.3161629992387014,0.35910126724142716,0.1425218203277368,0.3448042167939905,0.13383276039480677,0.07374446879933395,0.10982826874006424
77,M,0.5841582901859365,0.47683171040391664,0.15427003129560626,0.9156731265584578,0.35541056686055444,0.19583817431160735,0.2916634696547305
78,F,0.6413769808288694,0.3326294119020405,0.13322899548040318,0.605669909057759,0.23508551192023652,0.12953671543376494,0.19292013931346208
79,I,0.5556160395595978,0.33302674978237623,0.16915699092530587,0.6669711849913972,0.2588790694648771,0.14264743105227048,0.21244604033041795
80,F,0.34178334806003285,0.29673965770027666,0.15100582622861278,0.3263498536517894,0.12666985970985206,0.06979757041274977,0.10395011918187787
81,M,0.5727803199412357,0.4193908690262956,0.12316302048039512,0.630449953206991,0.24470367071780813,0.13483650906622208,0.20081316734402863
82,I,0.833197461271953,0.5165405247996881,0.18425910096067796,1.6898358228496095,0.6558950899406012,0.36141102412498616,0.5382525324201579
83,F,0.5892134658174382,0.3883597453845462,0.10208739576004151,0.49778547911332105,0.19321110795460636,0.10646309976877753,0.15855640596072984
