,Sex,Length,Width,Height,Weight,Non_Shell Weight,Intestine Weight,Shell Weight
0,M,0.47738286616389025,0.37476606626528186,0.2016651080382555,0.9431396311746374,0.43863534220124684,0.18526460347085544,0.27440091328638644
1,M,0.4535278565811657,0.489699494314317,0.17570413506972082,1.0200788632107827,0.474418237180269,0.2003780774924865,0.29678592907877466
2,M,0.42828625604807874,0.4777522977177945,0.10024595133626893,0.5361939473812646,0.24937305974821078,0.10532667248999181,0.1560024666515236
3,I,0.5422795221824456,0.49045440030194437,0.195083339690508,1.3563137519607458,0.6307943458834447,0.26642601067046856,0.39461148693050746
4,M,0.6590509913305073,0.3964656494330028,0.16443840410114613,1.1231712529348066,0.5223644416978568,0.22062891848333405,0.32678005185560677
5,F,0.3406346908652027,0.38435686247909273,0.15159080734336466,0.518817389397112,0.2412915708512107,0.10191332729887423,0.15094685958866821
6,M,0.5542143257105162,0.36799954070672075,0.12677123978074037,0.6758711444317873,0.31433412500390506,0.13276401015467748,0.1966407233518711
7,M,0.6677701690479526,0.46390422262752495,0.1690329762556853,1.3688155225558658,0.6366086688552005,0.26888178232445353,0.39824880335281204
8,I,0.5696535214554516,0.2907785335894739,0.10153667523504853,0.43965722089825526,0.20447576283033564,0.08636358604861898,0.12791567543098709
9,F,0.5614592593582927,0.6281514203713314,0.14973996606664217,1.3805065396334757,0.6420459266132392,0.27117829449662983,0.4016502358208205
10,M,0.793893345439953,0.34734470085544816,0.14131010522779533,1.0186246987128338,0.4737419344133284,0.20009243027738818,0.29636284849439837
11,F,0.6118534406107128,0.38885726526982745,0.14159021044565878,0.8806209126202651,0.40955913905948454,0.17298380726673843,0.25621146084290436
12,F,0.6273148616726186,0.4381681329327774,0.17970491685807308,1.2912325599319656,0.600526387679997,0.2536418577878187,0.3756764979424801
13,F,0.43884338857262545,0.7169466227578694,0.1310539773760449,1.077865899741093,0.5012938298342428,0.21172941090555714,0.3135987265436442
14,F,0.5665343475187351,0.36537596990445564,0.13174038576685657,0.7128584476663038,0.3315361785229235,0.14002957067265145,0.20740196108600312
15,F,0.4081025383749812,0.2764953117299217,0.24429121593231687,0.7205814243135689,0.33512798019524453,0.14154662515628955,0.20964891559332205
16,M,0.4945002739233648,0.407465453190819,0.13806321754434622,0.727199318698411,0.3382058302528565,0.14284660401254096,0.21157435293389043
17,M,0.42917126357313873,0.3903009799760814,0.18813383900035444,0.8237877650994978,0.38312718106817656,0.16181984999953933,0.23967619175956031
18,F,0.7044768223246036,0.48073396740825347,0.09668351203053213,0.8559375505867257,0.3980794020254525,0.16813515800175544,0.24902998223559983
19,M,0.30242659865315463,0.3613206595760142,0.12113550800942714,0.34602094485694884,0.1609274072886696,0.06797024642225348,0.10067275316032595
20,F,0.46963954165979493,0.4307977203350704,0.08621164474135001,0.4559551505715107,0.21205560331535128,0.08956505206542817,0.1326574619482695
21,M,0.5567392070680064,0.304662647804645,0.0825413138522688,0.36598268550712026,0.17021121283728746,0.07189140914715787,0.10648050387309264
22,F,0.42070423034611576,0.5568841035068965,0.13752780822420915,0.8422681241906167,0.39172202574015696,0.16545001915567056,0.24505294324454208
