,Sex,Length,Width,Height,Weight,Non_Shell Weight,Intestine Weight,Shell Weight
0,M,0.4867162007571808,0.44856250895842115,0.07223164090670636,0.3174202883246194,0.12839339847277415,0.062887716325986,0.1010937742014426
1,M,0.4939256110843713,0.4542540898923387,0.07472909073222794,0.3488057629467983,0.14129946685795872,0.06923512675213883,0.11075498783795434
2,M,0.49032090592077604,0.4514082994253799,0.07348036581946714,0.33311302563570877,0.13484643266536642,0.0660614215390624,0.10592438101969846
3,M,0.5178665166167999,0.4824702589216421,0.07443225480880544,0.4257344948170369,0.17297715404023273,0.08480241569581315,0.1344436122041272
4,M,0.48553272481429033,0.4457650656195193,0.07353973300415165,0.3177272792616611,0.1285108952289116,0.06294796375032756,0.10118665614646388
5,F,0.3524406458613184,0.18791680715997416,0.168316035867057,0.18597316298819316,0.0736152873062623,0.03615120041557128,0.06049690745565159
6,F,0.3512571699184279,0.18511936382107225,0.16962412796450227,0.18628015392523495,0.07373278406239978,0.03621144783991283,0.06058978940067289
7,F,0.3500736939755374,0.18232192048217036,0.17093222006194755,0.18658714486227668,0.07385028081853726,0.03627169526425439,0.06068267134569419
8,M,0.44260192686069016,0.37833634271753214,0.08959304128160203,0.2290966922618763,0.09190763168383254,0.04499018611001708,0.073874890247312
9,F,0.34889021803264697,0.1795244771432684,0.17224031215939284,0.18689413579931852,0.07396777757467474,0.03633194268859595,0.06077555329071549
10,F,0.3477067420897565,0.1767270338043665,0.17354840425683812,0.1872011267363603,0.07408527433081222,0.03639219011293751,0.06086843523573679
11,M,0.3020290509059087,0.14252920107280465,0.15600688829350265,-0.01711144924484509,-0.00992166692902502,-0.004926225081397589,-0.002022335346610865
12,M,0.30439600279168966,0.14812408775060848,0.15339070409861208,-0.01772543111892866,-0.010156660441300036,-0.005046719930080684,-0.0022080992366534102
13,M,0.44378540280358064,0.3811337860564341,0.08828494918415673,0.22878970132483445,0.09179013492769508,0.04492993868567553,0.0737820083022907
14,M,0.3007912976280944,0.14527829728364972,0.15214197918585132,-0.0334181684300181,-0.016609694633892336,-0.0082204251431571,-0.007038706054909333
15,M,0.2912149354151229,0.13399182967192835,0.1522607135552203,-0.06418966117811375,-0.029280769506801863,-0.014447340720626839,-0.016514155801378494
16,M,0.30557947873458013,0.1509215310895104,0.15208261200116682,-0.018032422055970443,-0.010274157197437461,-0.005106967354422259,-0.0023009811816747383
17,M,0.3019747735709849,0.14807574062255163,0.15083388708840603,-0.03372515936706,-0.01672719139002976,-0.008280672567498676,-0.007131587999930661
18,M,0.2983700684073896,0.14522995015559287,0.14958516217564524,-0.04941789667814955,-0.02318022558262206,-0.011454377780575092,-0.011962194818186528
19,M,0.2947653632437944,0.1423841596886341,0.14833643726288445,-0.06511063398923911,-0.02963325977521436,-0.014628082993651509,-0.016792801636442395
20,M,0.2948196405787182,0.13683762013888712,0.1535094384679811,-0.0484969238670242,-0.02282773531420962,-0.011273635507550422,-0.011683548983122655
21,M,0.29842434574231347,0.13968341060584588,0.15475816338074186,-0.032804186555934645,-0.01637470112161732,-0.008099930294474006,-0.00685294216486676
22,M,0.2971865924644992,0.14243250681669095,0.15089325427309053,-0.04911090574110777,-0.023062728826484635,-0.011394130356233517,-0.011869312873165228
23,M,0.2923984113580134,0.13678927301083027,0.15095262145777502,-0.06449665211515554,-0.0293982662629394,-0.014507588144968386,-0.016607037746399766
24,M,0.2960031165216087,0.13963506347778903,0.1522013463705358,-0.048803914804066095,-0.022945232070347155,-0.01133388293189197,-0.011776430928143927
25,M,0.49274213514148085,0.45145664655343676,0.0760371828296732,0.3491127538838401,0.14141696361409617,0.0692953741764804,0.11084786978297563
26,M,0.3032125268487992,0.1453266444117065,0.15469879619605736,-0.017418440181886985,-0.010039163685162555,-0.004986472505739137,-0.0021152172916321377
27,M,0.29960782168520395,0.1424808539447478,0.15345007128329657,-0.03311117749297643,-0.016492197877754855,-0.008160177718815553,-0.00694582410988806
28,M,0.2935818873009039,0.1395867163497322,0.14964452936032974,-0.06480364305219721,-0.02951576301907688,-0.014567835569309934,-0.016699919691421067
29,M,0.5106571062896095,0.47677867798772455,0.07193480498328386,0.39434902019485785,0.16007108565504813,0.07845500526966029,0.12478239856761546
30,M,0.29003145947223247,0.13119438633302644,0.1535688056526656,-0.06388267024107186,-0.029163272750664437,-0.014387093296285264,-0.016421273856357166
31,M,0.2936361646358277,0.13404017679998514,0.15481753056542635,-0.048189932929982415,-0.022710238558072193,-0.011213388083208847,-0.011590667038101327
32,M,0.48913742997788556,0.448610856086478,0.07478845791691242,0.33342001657275055,0.13496392942150387,0.06612166896340396,0.10601726296471975
33,M,0.297240869799423,0.1368859672669439,0.15606625547818714,-0.03249719561889275,-0.016257204365479838,-0.00803968287013243,-0.00676006021984546
34,M,0.44620663202428545,0.3811821331844909,0.09084176619436282,0.24478942957296584,0.09836066587642484,0.04816389132309351,0.0787054970655679
35,M,0.3008455749630182,0.13973175773390267,0.15731498039094793,-0.016804458307803305,-0.009804170172887539,-0.004865977657056014,-0.001929453401589537
36,F,0.7166680739637767,0.5835233391069033,0.19484213706161493,1.4549721481491091,0.595949279242856,0.2929006772760275,0.4512195137413979
37,F,0.7130633688001815,0.5806775486399446,0.19359341214885414,1.4392794108380196,0.5894962450502638,0.28972697206295106,0.44638890692314204
38,M,0.2767961147607419,0.12260866780409335,0.14726581390417717,-0.12696061042247175,-0.05509290627717106,-0.027142161572932533,-0.03583658307440196
39,M,0.3152101182824754,0.15666145915148472,0.15713687883689445,0.029352780814339785,0.009202442136476807,0.004474395709148593,0.01228372121811419
40,M,0.3163935942253659,0.15945890249038663,0.15582878673944917,0.029045789877298,0.009084945380339382,0.004414148284807018,0.012190839273092863
41,M,0.3116054131188801,0.153815668684526,0.15588815392413366,0.013660043503250452,0.002749407943884563,0.0013006904960721766,0.007453114399858324
42,M,0.4923621937970142,0.49028242340166583,0.039826174393996785,0.2328167830283358,0.093778292387063,0.04581424177377266,0.07508310120973727
43,M,0.3080007079552849,0.15096987821756724,0.15463942901137287,-0.0020326938078392143,-0.0037036262487077365,-0.00187301471700424,0.002622507581602457
44,M,0.2840055250879324,0.12830024873801088,0.14976326372969875,-0.09557513580029264,-0.04218683789198646,-0.020794751146779672,-0.026175369437890228
45,M,0.28761023025152765,0.1311460392049696,0.15101198864245952,-0.0798823984892032,-0.03573380369939416,-0.017621045933703255,-0.02134476261963436
46,M,0.3188148234460707,0.15950724961844348,0.15838560374965524,0.04504551812542945,0.015655476329069107,0.00764810092222501,0.017114328036370058
47,M,0.3199982993889611,0.1623046929573454,0.15707751165220996,0.044738527188387556,0.015537979572931682,0.0075878534978834344,0.01702144609134873
48,M,0.28637247697371343,0.13389513541581471,0.14714707953480818,-0.09618911767437621,-0.04242183140426142,-0.020915245995462767,-0.026361133327932773
49,M,0.3127888890617706,0.15661311202342787,0.15458006182668838,0.013353052566208667,0.002631911187747138,0.0012404430717306014,0.0073602324548370235
50,M,0.3140266423395849,0.1538640158125828,0.15844497093433974,0.02965977175138146,0.009319938892614288,0.0045346431334901405,0.012376603163135463
